"Frontaliers étrangers selon le sexe et la commune de travail"

"Sexe"	"Lieu de travail"	"1996Q4"	"1997Q4"	"1998Q4"	"1999Q4"	"2000Q4"	"2001Q4"	"2002Q4"	"2003Q4"	"2004Q4"	"2005Q4"	"2006Q4"	"2007Q4"	"2008Q4"	"2009Q4"	"2010Q4"	"2011Q4"	"2012Q4"	"2013Q4"	"2014Q4"	"2015Q4"
"Sexe - Total"	"……Rümlang"	36.8	32.1	34.9	31.1	33.1	38.5	38.2	43.2	45.4	52.3	66.3	71.9	78.1	78.4	82.5	84.5	88.4	93.8	92.4	99.0
"Sexe - Total"	"……Schleinikon"	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Schöfflisdorf"	5.6	5.6	2.8	3.7	6.5	7.4	9.5	8.6	8.3	8.0	8.9	9.8	9.8	9.0	7.0	7.0	8.0	9.4	8.5	7.4
"Sexe - Total"	"……Stadel"	7.5	8.5	7.5	5.6	5.5	7.5	11.4	7.6	11.1	9.7	8.8	11.4	9.7	12.4	11.0	9.0	13.0	14.0	13.9	16.2
"Sexe - Total"	"……Steinmaur"	13.2	13.2	12.2	15.1	15.9	12.2	13.4	13.4	11.1	10.6	11.6	12.1	7.9	8.0	8.5	7.5	6.5	6.8	4.6	6.4
"Sexe - Total"	"……Weiach"	39.4	40.4	36.7	39.0	41.6	38.8	40.5	38.3	31.2	30.0	32.6	30.2	26.8	26.6	24.0	26.0	20.5	22.2	22.3	23.0
"Sexe - Total"	"……Bäretswil"	0.0	0.0	0.9	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.8	1.6	2.1	2.2	3.0	0.0	1.0	2.1	2.8	3.8
"Sexe - Total"	"……Bubikon"	1.8	2.7	0.0	0.9	2.6	1.8	1.7	1.7	0.8	0.7	0.7	0.8	0.8	0.0	2.0	3.0	7.0	6.6	8.4	8.5
"Sexe - Total"	"……Dürnten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.7	0.8
"Sexe - Total"	"……Fischenthal"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"Sexe - Total"	"……Gossau (ZH)"	0.0	0.0	0.0	0.0	0.0	1.8	0.9	0.9	0.9	0.8	0.9	0.8	1.5	1.9	2.0	3.0	3.0	2.0	2.3	2.3
"Sexe - Total"	"……Grüningen"	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.6	0.5	0.3	0.7	0.0	0.0	1.4	2.0	2.0	6.0	4.8	4.7	4.1
"Sexe - Total"	"……Hinwil"	2.7	2.7	1.8	1.9	0.9	1.8	0.9	1.8	1.6	2.0	3.3	4.0	5.7	5.1	5.0	8.0	9.0	9.6	10.0	13.2
"Sexe - Total"	"……Rüti (ZH)"	4.5	7.2	7.9	7.2	6.3	5.5	4.6	3.7	2.6	2.2	3.0	3.8	6.5	3.7	1.0	2.0	4.0	6.8	8.9	9.9
"Sexe - Total"	"……Seegräben"	0.0	0.0	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.8	0.8	1.4	0.6	0.7	0.0	1.0	2.0	1.4	0.7	0.7
"Sexe - Total"	"……Wald (ZH)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	1.0	1.0	12.1	15.1	51.5
"Sexe - Total"	"……Wetzikon (ZH)"	1.8	0.9	0.9	2.8	5.5	7.3	7.4	5.4	6.6	7.7	11.1	15.4	14.8	14.4	15.0	27.0	28.0	22.9	30.4	34.4
"Sexe - Total"	"……Adliswil"	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	5.0	7.9	15.0	15.0	18.0	50.4	56.2	59.3
"Sexe - Total"	"……Hirzel"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9	0.9
"Sexe - Total"	"……Horgen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.7	1.6	1.6	2.3	3.2	7.5	15.0	19.0	22.0	22.5	28.2	25.4
"Sexe - Total"	"……Hütten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Kilchberg (ZH)"	0.0	0.0	0.0	0.8	0.0	0.0	3.3	0.0	0.0	0.0	0.9	4.1	4.4	5.0	4.0	4.0	6.0	5.7	9.0	10.8
"Sexe - Total"	"……Langnau am Albis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	2.6	4.4
"Sexe - Total"	"……Oberrieden"	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	5.0	4.6	4.7
"Sexe - Total"	"……Richterswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	1.0	2.0	8.0	11.5	16.3	14.7
"Sexe - Total"	"……Rüschlikon"	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.9	0.8	0.7	0.8	1.5	1.4	3.1	1.0	1.0	2.0	6.1	6.0	6.7
"Sexe - Total"	"……Schönenberg (ZH)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.6	1.6	0.9
"Sexe - Total"	"……Thalwil"	0.0	0.9	0.9	1.8	0.9	0.0	0.9	0.9	0.9	0.7	0.9	3.1	6.5	9.8	11.0	12.0	13.0	16.4	16.2	18.2
"Sexe - Total"	"……Wädenswil"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9	0.9	0.9	0.9	2.1	4.2	6.5	7.8	13.0	12.0	12.1	11.1	19.7
"Sexe - Total"	"……Erlenbach (ZH)"	0.0	0.9	0.0	0.0	0.0	1.9	0.9	1.9	1.7	3.1	4.0	5.0	6.5	5.2	4.0	5.8	6.0	6.7	9.1	9.1
"Sexe - Total"	"……Herrliberg"	0.0	0.0	0.0	0.0	0.0	0.0	2.6	1.8	0.9	0.8	1.6	2.5	1.8	1.8	3.0	3.0	4.0	4.6	4.5	4.7
"Sexe - Total"	"……Hombrechtikon"	1.9	0.9	0.9	1.0	1.0	0.0	0.9	0.9	0.8	2.2	3.9	4.6	3.1	3.2	2.5	5.0	5.0	4.7	6.7	8.7
"Sexe - Total"	"……Küsnacht (ZH)"	4.6	4.6	3.7	1.8	1.0	5.1	5.3	4.7	3.5	3.3	4.1	6.6	7.4	11.6	11.5	10.5	17.0	16.9	16.4	13.7
"Sexe - Total"	"……Männedorf"	0.9	0.9	0.9	0.9	0.9	3.5	1.8	2.6	1.7	3.3	3.3	3.3	6.6	5.0	9.0	8.0	14.0	10.1	13.3	17.0
"Sexe - Total"	"……Meilen"	1.8	1.8	2.8	4.6	4.6	3.7	5.8	7.8	6.1	6.9	6.0	5.9	8.9	8.8	5.0	5.0	7.0	8.4	17.6	21.8
"Sexe - Total"	"……Oetwil am See"	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.7	1.1	2.2	2.3	1.6	2.0	2.0	4.0	2.9	4.5	6.2
"Sexe - Total"	"……Stäfa"	0.9	0.9	0.9	2.8	3.6	0.9	1.7	3.6	4.1	2.8	2.9	5.2	5.6	6.6	4.5	12.5	14.5	15.7	16.9	14.4
"Sexe - Total"	"……Uetikon am See"	0.9	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9	0.9	0.9	2.1	1.8	0.9	1.0	4.0	4.0	3.4	3.3	2.0
"Sexe - Total"	"……Zumikon"	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.8	1.8	1.8	0.9	0.0	1.0	2.0	0.0	0.0	0.0	2.9
"Sexe - Total"	"……Zollikon"	1.8	0.0	3.7	2.8	3.7	8.2	6.5	2.7	4.2	4.5	8.0	7.8	8.7	10.9	15.0	16.0	14.0	19.6	16.1	17.7
"Sexe - Total"	"……Fehraltorf"	0.0	0.9	0.9	2.9	5.6	3.7	5.7	6.6	10.7	11.3	14.1	20.1	15.1	16.9	18.5	24.5	29.0	31.0	33.2	43.0
"Sexe - Total"	"……Hittnau"	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0	0.8	0.6	0.5
"Sexe - Total"	"……Lindau"	11.3	12.3	13.2	19.6	14.0	15.0	14.1	22.2	21.7	21.1	20.5	23.1	19.1	20.1	27.0	21.0	24.0	28.3	31.1	34.8
"Sexe - Total"	"……Pfäffikon"	5.6	7.5	7.5	6.5	4.7	6.6	9.3	9.3	7.9	6.0	6.8	5.2	6.1	7.0	10.0	10.0	14.0	14.4	17.9	23.2
"Sexe - Total"	"……Russikon"	0.9	0.9	0.9	0.0	1.0	2.8	2.7	0.9	0.9	1.1	1.3	1.3	1.5	3.4	2.0	3.0	4.0	5.3	10.0	8.1
"Sexe - Total"	"……Weisslingen"	0.0	0.0	0.9	1.9	1.9	1.9	0.0	0.0	0.0	0.0	0.1	0.6	2.5	3.5	1.5	1.6	1.6	5.3	4.4	3.6
"Sexe - Total"	"……Wila"	0.0	0.9	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.9	0.9	0.9	0.9	1.0	1.0	1.0	0.9	0.9	0.9
"Sexe - Total"	"……Wildberg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.3	1.3	1.3
"Sexe - Total"	"……Dübendorf"	35.4	36.2	50.0	46.2	54.4	60.9	57.3	51.2	49.2	57.4	61.7	83.8	102.6	120.8	150.6	155.1	171.0	178.0	190.3	204.9
"Sexe - Total"	"……Egg"	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.8	1.8	1.7	1.4	2.5	4.7	4.6	6.0	11.0	14.0	13.9	16.8	12.7
"Sexe - Total"	"……Fällanden"	1.9	1.9	1.9	2.8	2.8	7.4	4.7	3.0	2.8	2.7	3.8	6.7	5.2	7.8	7.0	11.0	13.0	18.4	16.7	17.7
"Sexe - Total"	"……Greifensee"	0.0	0.9	0.9	1.9	2.9	1.9	1.9	1.9	1.7	1.8	1.8	2.0	2.1	3.7	6.0	10.0	12.0	6.6	6.5	9.3
"Sexe - Total"	"……Maur"	3.7	2.8	1.9	1.9	1.9	3.7	3.8	4.8	5.4	5.1	4.1	4.2	3.3	3.4	1.5	2.5	2.5	5.6	5.4	3.8
"Sexe - Total"	"……Mönchaltorf"	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.0	0.0	0.0	0.9	0.9	1.8	6.0	34.5	41.5	12.8	11.6	10.1
"Sexe - Total"	"……Schwerzenbach"	15.8	11.1	13.1	14.0	20.4	18.7	15.8	18.5	16.6	13.7	14.4	11.8	17.5	16.9	26.0	25.0	29.0	30.7	35.9	34.4
"Sexe - Total"	"……Uster"	2.8	2.8	6.5	8.3	8.4	12.7	18.4	14.0	13.3	13.1	16.3	16.3	13.9	20.7	28.0	28.0	33.0	50.0	53.0	48.8
"Sexe - Total"	"……Volketswil"	14.9	15.9	14.8	17.6	14.9	22.2	25.3	22.3	17.6	21.2	30.8	34.0	33.1	34.0	44.5	52.0	48.5	60.4	61.2	69.6
"Sexe - Total"	"……Wangen-Brüttisellen"	5.6	4.7	6.5	6.5	13.0	23.1	23.0	23.5	23.9	23.8	22.8	22.8	26.1	24.8	33.0	41.0	37.0	54.5	55.5	58.4
"Sexe - Total"	"……Altikon"	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Brütten"	0.0	0.0	0.0	0.9	0.9	1.8	1.7	0.8	0.8	1.4	0.6	0.7	0.0	0.0	0.0	1.0	2.0	1.6	2.4	2.5
"Sexe - Total"	"……Dägerlen"	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.0	0.8	0.7	0.8	3.2	1.6	5.6	6.0	4.0	3.0	4.1	4.0	4.0
"Sexe - Total"	"……Dättlikon"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.7	0.8	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Dinhard"	0.0	0.0	0.0	0.0	0.0	1.0	0.9	0.9	0.9	0.7	0.8	0.8	0.8	0.8	1.0	2.0	0.0	0.0	0.0	0.9
"Sexe - Total"	"……Elgg"	2.8	2.8	2.8	5.7	8.5	11.3	12.8	10.2	10.6	9.8	13.1	12.6	11.0	10.9	12.0	13.0	13.0	21.1	20.5	18.8
"Sexe - Total"	"……Ellikon an der Thur"	0.9	0.9	0.9	0.9	0.9	1.9	2.8	4.6	6.2	10.2	9.7	13.0	13.7	15.1	17.0	16.0	19.0	24.6	24.0	14.9
"Sexe - Total"	"……Elsau"	2.8	1.8	1.8	0.9	1.0	1.0	0.9	1.7	1.6	1.8	4.2	6.1	6.3	9.5	13.0	12.0	12.0	14.6	16.8	19.4
"Sexe - Total"	"……Hagenbuch"	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0
"Sexe - Total"	"……Hettlingen"	1.9	1.9	4.7	6.7	5.8	3.8	1.9	0.9	0.0	0.0	0.0	0.8	3.0	3.2	8.0	17.0	22.0	18.7	15.8	15.0
"Sexe - Total"	"……Hofstetten (ZH)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Neftenbach"	10.4	13.1	12.2	13.8	13.1	12.2	13.0	16.6	19.3	18.5	16.5	15.9	19.5	22.5	19.0	20.5	19.0	24.5	25.5	23.7
"Sexe - Total"	"……Pfungen"	3.8	3.8	3.8	3.8	4.7	5.6	10.6	5.1	5.8	8.0	8.3	9.7	12.1	9.4	8.0	9.0	13.0	14.5	19.8	22.0
"Sexe - Total"	"……Rickenbach (ZH)"	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.9	0.8	0.0	0.8	0.8	0.8	1.0	1.0	1.0	0.9	0.8	1.7
"Sexe - Total"	"……Schlatt (ZH)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Seuzach"	6.5	7.5	11.2	6.5	7.4	10.3	12.8	13.8	12.3	17.0	19.2	15.6	17.8	18.3	19.0	22.0	30.0	29.9	32.3	31.1
"Sexe - Total"	"……Turbenthal"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	1.0	2.7	2.7	4.0	3.0	4.0	6.1	6.2	5.3
"Sexe - Total"	"……Winterthur"	330.1	320.1	332.1	322.7	323.3	380.6	393.4	381.0	374.4	373.4	413.4	474.5	521.2	557.5	621.7	741.2	786.4	820.6	908.6	967.5
"Sexe - Total"	"……Zell (ZH)"	1.0	0.9	0.9	0.9	1.9	0.0	0.9	1.9	0.9	0.8	0.8	0.8	1.7	2.3	2.0	4.0	6.0	5.5	7.3	7.1
"Sexe - Total"	"……Aesch (ZH)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.9	1.6	1.7	2.0	2.0	1.0	0.8	0.8	1.4
"Sexe - Total"	"……Birmensdorf (ZH)"	0.0	0.0	0.0	0.9	0.0	0.0	9.3	2.8	2.7	4.3	5.0	6.7	9.0	11.8	12.0	7.0	4.0	5.2	5.1	6.6
"Sexe - Total"	"……Dietikon"	55.9	60.5	68.7	68.0	70.4	48.8	43.4	36.2	44.9	50.7	54.2	51.3	59.1	63.9	80.0	82.6	101.3	100.6	137.1	141.4
"Sexe - Total"	"……Geroldswil"	6.4	4.6	4.6	7.4	6.5	4.6	4.6	7.5	8.0	7.4	9.6	7.0	7.5	12.8	17.0	17.0	25.0	27.9	28.0	24.7
"Sexe - Total"	"……Oberengstringen"	2.8	1.8	0.9	1.8	1.9	3.7	3.7	2.8	2.6	0.8	0.8	2.3	3.1	3.7	4.0	3.0	2.0	3.4	3.4	2.5
"Sexe - Total"	"……Oetwil an der Limmat"	0.0	0.0	0.0	0.0	0.0	1.8	1.0	1.9	0.9	0.8	0.0	0.0	0.0	0.8	0.0	0.0	1.0	2.2	0.8	0.8
"Sexe - Total"	"……Schlieren"	65.9	63.2	61.0	60.0	65.3	72.8	63.0	69.2	61.9	58.3	66.2	73.5	95.5	103.7	117.0	128.0	133.9	173.0	194.6	216.6
"Sexe - Total"	"……Uitikon"	0.0	0.9	3.7	0.9	2.7	0.9	0.9	0.9	2.4	2.1	2.3	2.6	1.9	1.8	2.5	2.5	4.0	4.0	3.5	3.0
"Sexe - Total"	"……Unterengstringen"	1.8	0.9	1.8	1.8	2.7	0.9	0.9	0.9	0.8	0.7	0.8	0.8	2.5	2.4	2.0	3.0	3.0	4.4	5.2	5.9
"Sexe - Total"	"……Urdorf"	21.1	25.6	27.4	30.2	28.4	58.1	56.2	67.1	47.4	42.9	49.6	52.6	47.2	50.6	57.0	58.0	55.0	73.4	53.0	58.7
"Sexe - Total"	"……Weiningen (ZH)"	6.3	6.4	4.5	6.4	4.5	3.7	5.5	7.3	6.9	6.1	5.5	5.6	4.1	7.3	11.0	10.0	9.0	8.2	9.0	11.1
"Sexe - Total"	"……Zürich"	743.5	780.2	774.3	811.8	901.9	1042.4	1077.6	1148.8	1223.7	1285.5	1440.9	1717.4	1924.0	2109.8	2324.8	2533.1	2695.6	2951.5	3174.1	3392.7
"Sexe - Total"	"……Illnau-Effretikon"	5.6	5.7	6.6	10.3	6.6	11.2	11.8	9.3	9.3	10.3	11.3	15.8	10.4	9.6	17.0	34.0	31.0	33.2	44.4	66.0
"Sexe - Total"	"……Bauma"	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.9	1.8	4.4	4.2	5.0	3.0	3.0	2.6	2.6	2.6
"Sexe - Total"	"……Wiesendangen"	0.9	0.9	0.0	0.9	0.9	0.9	1.8	1.8	1.8	1.7	2.6	4.6	3.0	4.6	7.0	3.0	3.0	6.3	6.9	11.2
"Sexe - Total"	"- Bern"	470.8	449.5	536.9	556.5	858.0	881.0	883.0	852.7	917.6	1004.6	1211.3	1468.4	1749.7	1721.4	1812.5	2063.4	2372.9	2559.0	2703.3	2779.8
"Sexe - Total"	"……Aarberg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	7.0	8.6	5.0	3.0	1.0	9.4	6.6	2.4
"Sexe - Total"	"……Bargen (BE)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.7	0.9	1.0	1.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Grossaffoltern"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Kallnach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9	1.7	0.8	1.0	0.0	1.0	0.6	1.3	1.3
"Sexe - Total"	"……Kappelen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Lyss"	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9	1.6	5.0	7.0	8.0	6.7	8.6	10.2
"Sexe - Total"	"……Meikirch"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Radelfingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rapperswil (BE)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	1.3	1.4
"Sexe - Total"	"……Schüpfen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	4.0	1.9	4.4	5.9
"Sexe - Total"	"……Seedorf (BE)"	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	1.1
"Sexe - Total"	"……Aarwangen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.7	1.8	2.7
"Sexe - Total"	"……Auswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bannwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2	6.0	9.8
"Sexe - Total"	"……Bleienbach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.0	2.0	1.0	2.3	2.8	2.7
"Sexe - Total"	"……Busswil bei Melchnau"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Gondiswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Langenthal"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.6	12.9	21.0	25.0	31.0	40.0	52.2	52.7	56.4
"Sexe - Total"	"……Lotzwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.7	2.7	2.7
"Sexe - Total"	"……Madiswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0
"Sexe - Total"	"……Melchnau"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Obersteckholz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Oeschenbach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Reisiswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Roggwil (BE)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.8	0.9	3.0	5.0	3.0	4.4	4.5	7.2
"Sexe - Total"	"……Rohrbach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.6	0.5
"Sexe - Total"	"……Rohrbachgraben"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rütschelen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Schwarzhäusern"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	3.2
"Sexe - Total"	"……Thunstetten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.6	4.6	6.0	7.0	8.0	11.5	14.7	12.3
"Sexe - Total"	"……Ursenbach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Wynau"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	45.3	47.5
"Sexe - Total"	"……Bern"	0.0	0.0	0.0	0.9	0.9	2.6	0.0	5.1	7.9	6.1	13.3	42.1	96.2	131.7	148.0	182.8	240.5	315.8	268.1	318.8
"Sexe - Total"	"……Bolligen"	0.0	0.0	0.0	3.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.7	1.6	1.6
"Sexe - Total"	"……Bremgarten bei Bern"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Kirchlindach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Köniz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	3.6	10.2	8.0	14.0	13.0	18.9	18.0	19.0
"Sexe - Total"	"……Muri bei Bern"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.7	2.4	2.2	8.0	9.0	9.0	7.7	8.1	8.7
"Sexe - Total"	"……Oberbalm"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Stettlen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9
"Sexe - Total"	"……Vechigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9
"Sexe - Total"	"……Wohlen bei Bern"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.0	1.0	1.0	0.9	0.0	0.0
"Sexe - Total"	"……Zollikofen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	6.0	5.5	9.0	6.4	9.3	11.9
"Sexe - Total"	"……Ittigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	5.4	7.4	8.0	9.0	7.0	6.0	9.4	17.2
